User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
CloudTrail,AKIAU7X54OEMWEAMIZCB,2021-06-03T20:30:07Z,ec2.amazonaws.com,RunInstances,us-east-1,34.193.8.124,APN/1.0 HashiCorp/1.0 Terraform/0.15.4 (+https://www.terraform.io) terraform-provider-aws/3.42.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.38.43 (go1.16; windows; amd64),Client.OptInRequired,"[{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-09b5017a161735cb7""}]",19185c10-c2d5-449c-9956-7cc4e2aff08c,85069fef-52b6-47e1-b047-53a227808639,false,AwsApiCall,3.43056E+11,Management
CloudTrail,AKIAU7X54OEMWEAMIZCB,2021-06-03T20:30:07Z,ec2.amazonaws.com,RunInstances,us-east-1,34.193.8.124,APN/1.0 HashiCorp/1.0 Terraform/0.15.4 (+https://www.terraform.io) terraform-provider-aws/3.42.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.38.43 (go1.16; windows; amd64),Client.OptInRequired,"[{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-09b5017a161735cb7""}]",ba19c1c3-0e2e-4700-8c1a-bc1562159ecd,f6ea3ad5-904d-4828-a971-1ba305bf4aff,false,AwsApiCall,3.43056E+11,Management
CloudTrail,AKIAU7X54OEMWEAMIZCB,2021-06-03T16:50:05Z,ec2.amazonaws.com,RunInstances,us-east-1,34.193.8.124,APN/1.0 HashiCorp/1.0 Terraform/0.15.4 (+https://www.terraform.io) terraform-provider-aws/3.42.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.38.43 (go1.16; windows; amd64),Client.InvalidAMIID.NotFound,"[{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-088ff0e3bde7b3fdf""}]",298e845c-56a8-480f-aef7-0a33c0814ffd,291d5a89-22b8-4d21-92f4-f8b654d67fdf,false,AwsApiCall,3.43056E+11,Management
CloudTrail,AKIAU7X54OEMWEAMIZCB,2021-06-03T16:50:05Z,ec2.amazonaws.com,RunInstances,us-east-1,34.193.8.124,APN/1.0 HashiCorp/1.0 Terraform/0.15.4 (+https://www.terraform.io) terraform-provider-aws/3.42.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.38.43 (go1.16; windows; amd64),Client.InvalidAMIID.NotFound,"[{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-088ff0e3bde7b3fdf""}]",10e1f5b0-8d7a-452a-a415-27673c5eb829,3a8d7702-66d3-429f-88b2-d3523b0bea27,false,AwsApiCall,3.43056E+11,Management
CloudTrail,AKIAU7X54OEMWEAMIZCB,2021-06-03T16:50:05Z,ec2.amazonaws.com,RunInstances,us-east-1,34.193.8.124,APN/1.0 HashiCorp/1.0 Terraform/0.15.4 (+https://www.terraform.io) terraform-provider-aws/3.42.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.38.43 (go1.16; windows; amd64),Client.InvalidAMIID.NotFound,"[{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-088ff0e3bde7b3fdf""}]",60b2b356-fd92-4d66-a2b7-710ee280027e,580e4f13-a00b-4c06-9f8e-cf7bc8d3ebf9,false,AwsApiCall,3.43056E+11,Management
CloudTrail,AKIAU7X54OEMWEAMIZCB,2021-06-03T16:50:05Z,ec2.amazonaws.com,RunInstances,us-east-1,34.193.8.124,APN/1.0 HashiCorp/1.0 Terraform/0.15.4 (+https://www.terraform.io) terraform-provider-aws/3.42.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.38.43 (go1.16; windows; amd64),Client.InvalidAMIID.NotFound,"[{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-088ff0e3bde7b3fdf""}]",d5bcdb77-e6bb-464f-884a-40c974744e9c,7b5f353a-5448-4534-a907-732dd122fd84,false,AwsApiCall,3.43056E+11,Management
CloudTrail,AKIAU7X54OEMWEAMIZCB,2021-06-03T16:50:05Z,ec2.amazonaws.com,RunInstances,us-east-1,34.193.8.124,APN/1.0 HashiCorp/1.0 Terraform/0.15.4 (+https://www.terraform.io) terraform-provider-aws/3.42.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.38.43 (go1.16; windows; amd64),Client.InvalidAMIID.NotFound,"[{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-088ff0e3bde7b3fdf""}]",931f7765-d4ef-4142-aa46-19f6467462f6,b44a5b35-0af7-4003-9bb3-dccbbc3e0c59,false,AwsApiCall,3.43056E+11,Management
CloudTrail,AKIAU7X54OEMWEAMIZCB,2021-06-03T16:50:05Z,ec2.amazonaws.com,RunInstances,us-east-1,34.193.8.124,APN/1.0 HashiCorp/1.0 Terraform/0.15.4 (+https://www.terraform.io) terraform-provider-aws/3.42.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.38.43 (go1.16; windows; amd64),Client.InvalidAMIID.NotFound,"[{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-088ff0e3bde7b3fdf""}]",f18cd989-22fb-4a93-81a5-ef42f9561bda,ca86eff5-2dbc-4a0d-b393-11c0b97fa539,false,AwsApiCall,3.43056E+11,Management
CloudTrail,ASIAU7X54OEMV5RJMMJH,2021-06-03T16:25:20Z,cloudtrail.amazonaws.com,StartLogging,us-east-1,200.105.212.59,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""}]",0b288cdd-90ad-49c9-9f0e-c9c392245dc6,55d0a213-e890-4e84-99cf-b95bfa280451,false,AwsApiCall,3.43056E+11,Management
CloudTrail,ASIAU7X54OEMV5RJMMJH,2021-06-03T16:25:20Z,s3.amazonaws.com,PutBucketPolicy,us-east-1,200.105.212.59,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.991 Linux/5.4.109-57.183.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation cfg/retry-mode/legacy]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-343056085273-272b09b4""}]",W5M39G6A9YFBQ9FX,5b694604-b9da-4290-8899-86ff77f8d6e5,false,AwsApiCall,3.43056E+11,Management
CloudTrail,ASIAU7X54OEMV5RJMMJH,2021-06-03T16:25:20Z,s3.amazonaws.com,PutBucketPublicAccessBlock,us-east-1,200.105.212.59,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.991 Linux/5.4.109-57.183.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation cfg/retry-mode/legacy]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-343056085273-272b09b4""}]",DSHJGTB8DT7PM0ZN,7e8fcfe8-4d43-4545-9ce7-5eea8b0f3700,false,AwsApiCall,3.43056E+11,Management
CloudTrail,ASIAU7X54OEMV5RJMMJH,2021-06-03T16:25:20Z,cloudtrail.amazonaws.com,CreateTrail,us-east-1,200.105.212.59,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:343056085273:trail/Udacity_Trail""},{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-343056085273-272b09b4""}]",0f85d154-2c67-4bb4-8023-3f465909c13e,edff7e24-b3b0-4174-901b-ca42ad03bc60,false,AwsApiCall,3.43056E+11,Management
CloudTrail,ASIAU7X54OEMV5RJMMJH,2021-06-03T16:25:19Z,s3.amazonaws.com,CreateBucket,us-east-1,200.105.212.59,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.991 Linux/5.4.109-57.183.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation cfg/retry-mode/legacy]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-343056085273-272b09b4""}]",W5M3K9GEGJA3936R,f8d4f1d5-2b37-4e33-8b01-971254792c97,false,AwsApiCall,3.43056E+11,Management
CloudTrail,,2021-06-03T16:20:39Z,signin.amazonaws.com,ConsoleLogin,us-east-1,200.105.212.59,"Mozilla/5.0 (Linux; Android 11; SM-T875) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.210 Safari/537.36",,[],,662a3e75-e106-459e-b7a3-589860c67621,false,AwsConsoleSignIn,3.43056E+11,Management
gaboudacity,AKIAU7X54OEM3KS5LJXM,2021-05-23T19:39:20Z,ec2.amazonaws.com,ModifyInstanceAttribute,us-east-1,34.193.8.124,APN/1.0 HashiCorp/1.0 Terraform/0.15.4 (+https://www.terraform.io) terraform-provider-aws/3.42.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.38.43 (go1.16; windows; amd64),,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-0f8c132afb9ab96d3""}]",3820f7bc-e3cf-44cf-ab9d-b3f45568e01b,18d680fe-1241-423d-939c-72f9d730149e,false,AwsApiCall,3.43056E+11,Management
gaboudacity,AKIAU7X54OEM3KS5LJXM,2021-05-23T19:39:20Z,ec2.amazonaws.com,TerminateInstances,us-east-1,34.193.8.124,APN/1.0 HashiCorp/1.0 Terraform/0.15.4 (+https://www.terraform.io) terraform-provider-aws/3.42.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.38.43 (go1.16; windows; amd64),,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-0f8c132afb9ab96d3""}]",87e37dec-0631-435b-b5f9-766cbbf18727,6fb93121-53d8-4c9b-ae8c-c4a0eeb1c260,false,AwsApiCall,3.43056E+11,Management
gaboudacity,AKIAU7X54OEM3KS5LJXM,2021-05-23T19:36:25Z,ec2.amazonaws.com,RunInstances,us-east-1,34.193.8.124,APN/1.0 HashiCorp/1.0 Terraform/0.15.4 (+https://www.terraform.io) terraform-provider-aws/3.42.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.38.43 (go1.16; windows; amd64),,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-046a107e""},{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-0742b4e673072066f""},{""resourceType"":""AWS::EC2::NetworkInterface"",""resourceName"":""eni-0557b3d5fb561db57""},{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-0f8c132afb9ab96d3""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-d7838888""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""default""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-0804fa45""}]",cb8530fb-45d6-4780-bf36-109b45b1eced,ada62694-a8ef-4518-8a48-3d37f742d201,false,AwsApiCall,3.43056E+11,Management
